ID,Target
ID_CGYDUOF x m1,0.0
ID_CGYDUOF x m2,0.0
ID_CGYDUOF x m3,0.0
ID_CGYDUOF x m4,0.0
ID_CGYDUOF x m5,0.0
ID_CGYDUOF x m6,0.0
ID_S3XQQ6Q x m1,0.0
ID_S3XQQ6Q x m2,0.0
ID_S3XQQ6Q x m3,0.0
ID_S3XQQ6Q x m4,0.0
ID_S3XQQ6Q x m5,0.0
ID_S3XQQ6Q x m6,0.0
ID_G47RVMG x m1,0.0
ID_G47RVMG x m2,0.0
ID_G47RVMG x m3,0.0
ID_G47RVMG x m4,0.0
ID_G47RVMG x m5,0.0
ID_G47RVMG x m6,0.0
ID_OB9DFKX x m1,0.0
ID_OB9DFKX x m2,0.0
ID_OB9DFKX x m3,0.0
ID_OB9DFKX x m4,0.0
ID_OB9DFKX x m5,0.0
ID_OB9DFKX x m6,0.0
ID_D6TB1CZ x m1,0.0
ID_D6TB1CZ x m2,0.0
ID_D6TB1CZ x m3,0.0
ID_D6TB1CZ x m4,0.0
ID_D6TB1CZ x m5,0.0
ID_D6TB1CZ x m6,0.0
ID_1V0BLRE x m1,0.0
ID_1V0BLRE x m2,0.0
ID_1V0BLRE x m3,0.0
ID_1V0BLRE x m4,0.0
ID_1V0BLRE x m5,0.0
ID_1V0BLRE x m6,0.0
ID_A8HJVB1 x m1,0.0
ID_A8HJVB1 x m2,0.0
ID_A8HJVB1 x m3,0.0
ID_A8HJVB1 x m4,0.0
ID_A8HJVB1 x m5,0.0
ID_A8HJVB1 x m6,0.0
ID_2BE7LCN x m1,0.0
ID_2BE7LCN x m2,0.0
ID_2BE7LCN x m3,0.0
ID_2BE7LCN x m4,0.0
ID_2BE7LCN x m5,0.0
ID_2BE7LCN x m6,0.0
ID_GBUHPL5 x m1,0.0
ID_GBUHPL5 x m2,0.0
ID_GBUHPL5 x m3,0.0
ID_GBUHPL5 x m4,0.0
ID_GBUHPL5 x m5,0.0
ID_GBUHPL5 x m6,0.0
ID_D4O13VU x m1,0.0
ID_D4O13VU x m2,0.0
ID_D4O13VU x m3,0.0
ID_D4O13VU x m4,0.0
ID_D4O13VU x m5,0.0
ID_D4O13VU x m6,0.0
ID_KCA3XMV x m1,0.0
ID_KCA3XMV x m2,0.0
ID_KCA3XMV x m3,0.0
ID_KCA3XMV x m4,0.0
ID_KCA3XMV x m5,0.0
ID_KCA3XMV x m6,0.0
ID_SEX9FQ1 x m1,0.0
ID_SEX9FQ1 x m2,0.0
ID_SEX9FQ1 x m3,0.0
ID_SEX9FQ1 x m4,0.0
ID_SEX9FQ1 x m5,0.0
ID_SEX9FQ1 x m6,0.0
ID_IF0QHR6 x m1,0.0
ID_IF0QHR6 x m2,0.0
ID_IF0QHR6 x m3,0.0
ID_IF0QHR6 x m4,0.0
ID_IF0QHR6 x m5,0.0
ID_IF0QHR6 x m6,0.0
ID_L4I7MH4 x m1,0.0
ID_L4I7MH4 x m2,0.0
ID_L4I7MH4 x m3,0.0
ID_L4I7MH4 x m4,0.0
ID_L4I7MH4 x m5,0.0
ID_L4I7MH4 x m6,0.0
ID_3GCI0N5 x m1,0.0
ID_3GCI0N5 x m2,0.0
ID_3GCI0N5 x m3,0.0
ID_3GCI0N5 x m4,0.0
ID_3GCI0N5 x m5,0.0
ID_3GCI0N5 x m6,0.0
ID_B4LOWLN x m1,0.0
ID_B4LOWLN x m2,0.0
ID_B4LOWLN x m3,0.0
ID_B4LOWLN x m4,0.0
ID_B4LOWLN x m5,0.0
ID_B4LOWLN x m6,0.0
ID_L28NPIZ x m1,0.0
ID_L28NPIZ x m2,0.0
ID_L28NPIZ x m3,0.0
ID_L28NPIZ x m4,0.0
ID_L28NPIZ x m5,0.0
ID_L28NPIZ x m6,0.0
ID_C7M124K x m1,0.0
ID_C7M124K x m2,0.0
ID_C7M124K x m3,0.0
ID_C7M124K x m4,0.0
ID_C7M124K x m5,0.0
ID_C7M124K x m6,0.0
ID_WQ4EUMR x m1,0.0
ID_WQ4EUMR x m2,0.0
ID_WQ4EUMR x m3,0.0
ID_WQ4EUMR x m4,0.0
ID_WQ4EUMR x m5,0.0
ID_WQ4EUMR x m6,0.0
ID_6HZC178 x m1,0.0
ID_6HZC178 x m2,0.0
ID_6HZC178 x m3,0.0
ID_6HZC178 x m4,0.0
ID_6HZC178 x m5,0.0
ID_6HZC178 x m6,0.0
ID_D58I4Y5 x m1,0.0
ID_D58I4Y5 x m2,0.0
ID_D58I4Y5 x m3,0.0
ID_D58I4Y5 x m4,0.0
ID_D58I4Y5 x m5,0.0
ID_D58I4Y5 x m6,0.0
ID_OCLEK6H x m1,0.0
ID_OCLEK6H x m2,0.0
ID_OCLEK6H x m3,0.0
ID_OCLEK6H x m4,0.0
ID_OCLEK6H x m5,0.0
ID_OCLEK6H x m6,0.0
ID_VOWFDVB x m1,0.0
ID_VOWFDVB x m2,0.0
ID_VOWFDVB x m3,0.0
ID_VOWFDVB x m4,0.0
ID_VOWFDVB x m5,0.0
ID_VOWFDVB x m6,0.0
ID_OIXC6TQ x m1,0.0
ID_OIXC6TQ x m2,0.0
ID_OIXC6TQ x m3,0.0
ID_OIXC6TQ x m4,0.0
ID_OIXC6TQ x m5,0.0
ID_OIXC6TQ x m6,0.0
ID_K2MZXBZ x m1,0.0
ID_K2MZXBZ x m2,0.0
ID_K2MZXBZ x m3,0.0
ID_K2MZXBZ x m4,0.0
ID_K2MZXBZ x m5,0.0
ID_K2MZXBZ x m6,0.0
ID_1LE48G8 x m1,0.0
ID_1LE48G8 x m2,0.0
ID_1LE48G8 x m3,0.0
ID_1LE48G8 x m4,0.0
ID_1LE48G8 x m5,0.0
ID_1LE48G8 x m6,0.0
ID_5L0OXE4 x m1,0.0
ID_5L0OXE4 x m2,0.0
ID_5L0OXE4 x m3,0.0
ID_5L0OXE4 x m4,0.0
ID_5L0OXE4 x m5,0.0
ID_5L0OXE4 x m6,0.0
ID_X8AE1EH x m1,0.0
ID_X8AE1EH x m2,0.0
ID_X8AE1EH x m3,0.0
ID_X8AE1EH x m4,0.0
ID_X8AE1EH x m5,0.0
ID_X8AE1EH x m6,0.0
ID_KFKAJJ7 x m1,0.0
ID_KFKAJJ7 x m2,0.0
ID_KFKAJJ7 x m3,0.0
ID_KFKAJJ7 x m4,0.0
ID_KFKAJJ7 x m5,0.0
ID_KFKAJJ7 x m6,0.0
ID_VZPXAUK x m1,0.0
ID_VZPXAUK x m2,0.0
ID_VZPXAUK x m3,0.0
ID_VZPXAUK x m4,0.0
ID_VZPXAUK x m5,0.0
ID_VZPXAUK x m6,0.0
ID_29ARNHE x m1,0.0
ID_29ARNHE x m2,0.0
ID_29ARNHE x m3,0.0
ID_29ARNHE x m4,0.0
ID_29ARNHE x m5,0.0
ID_29ARNHE x m6,0.0
ID_C5D09GN x m1,0.0
ID_C5D09GN x m2,0.0
ID_C5D09GN x m3,0.0
ID_C5D09GN x m4,0.0
ID_C5D09GN x m5,0.0
ID_C5D09GN x m6,0.0
ID_2DXOOLL x m1,0.0
ID_2DXOOLL x m2,0.0
ID_2DXOOLL x m3,0.0
ID_2DXOOLL x m4,0.0
ID_2DXOOLL x m5,0.0
ID_2DXOOLL x m6,0.0
ID_V02PNIT x m1,0.0
ID_V02PNIT x m2,0.0
ID_V02PNIT x m3,0.0
ID_V02PNIT x m4,0.0
ID_V02PNIT x m5,0.0
ID_V02PNIT x m6,0.0
ID_IB3O7JR x m1,0.0
ID_IB3O7JR x m2,0.0
ID_IB3O7JR x m3,0.0
ID_IB3O7JR x m4,0.0
ID_IB3O7JR x m5,0.0
ID_IB3O7JR x m6,0.0
ID_XJPD87C x m1,0.0
ID_XJPD87C x m2,0.0
ID_XJPD87C x m3,0.0
ID_XJPD87C x m4,0.0
ID_XJPD87C x m5,0.0
ID_XJPD87C x m6,0.0
ID_0P0OWF0 x m1,0.0
ID_0P0OWF0 x m2,0.0
ID_0P0OWF0 x m3,0.0
ID_0P0OWF0 x m4,0.0
ID_0P0OWF0 x m5,0.0
ID_0P0OWF0 x m6,0.0
ID_TGGQJKV x m1,0.0
ID_TGGQJKV x m2,0.0
ID_TGGQJKV x m3,0.0
ID_TGGQJKV x m4,0.0
ID_TGGQJKV x m5,0.0
ID_TGGQJKV x m6,0.0
ID_P33PQXY x m1,0.0
ID_P33PQXY x m2,0.0
ID_P33PQXY x m3,0.0
ID_P33PQXY x m4,0.0
ID_P33PQXY x m5,0.0
ID_P33PQXY x m6,0.0
ID_ANTMDDF x m1,0.0
ID_ANTMDDF x m2,0.0
ID_ANTMDDF x m3,0.0
ID_ANTMDDF x m4,0.0
ID_ANTMDDF x m5,0.0
ID_ANTMDDF x m6,0.0
ID_68GWCO3 x m1,0.0
ID_68GWCO3 x m2,0.0
ID_68GWCO3 x m3,0.0
ID_68GWCO3 x m4,0.0
ID_68GWCO3 x m5,0.0
ID_68GWCO3 x m6,0.0
ID_GLWDTRQ x m1,0.0
ID_GLWDTRQ x m2,0.0
ID_GLWDTRQ x m3,0.0
ID_GLWDTRQ x m4,0.0
ID_GLWDTRQ x m5,0.0
ID_GLWDTRQ x m6,0.0
ID_C8EVWAH x m1,0.0
ID_C8EVWAH x m2,0.0
ID_C8EVWAH x m3,0.0
ID_C8EVWAH x m4,0.0
ID_C8EVWAH x m5,0.0
ID_C8EVWAH x m6,0.0
ID_ZT37KZ8 x m1,0.0
ID_ZT37KZ8 x m2,0.0
ID_ZT37KZ8 x m3,0.0
ID_ZT37KZ8 x m4,0.0
ID_ZT37KZ8 x m5,0.0
ID_ZT37KZ8 x m6,0.0
ID_AV32YF7 x m1,0.0
ID_AV32YF7 x m2,0.0
ID_AV32YF7 x m3,0.0
ID_AV32YF7 x m4,0.0
ID_AV32YF7 x m5,0.0
ID_AV32YF7 x m6,0.0
ID_O8NXZC5 x m1,0.0
ID_O8NXZC5 x m2,0.0
ID_O8NXZC5 x m3,0.0
ID_O8NXZC5 x m4,0.0
ID_O8NXZC5 x m5,0.0
ID_O8NXZC5 x m6,0.0
ID_WHSSD7H x m1,0.0
ID_WHSSD7H x m2,0.0
ID_WHSSD7H x m3,0.0
ID_WHSSD7H x m4,0.0
ID_WHSSD7H x m5,0.0
ID_WHSSD7H x m6,0.0
ID_8XJ1T2H x m1,0.0
ID_8XJ1T2H x m2,0.0
ID_8XJ1T2H x m3,0.0
ID_8XJ1T2H x m4,0.0
ID_8XJ1T2H x m5,0.0
ID_8XJ1T2H x m6,0.0
ID_YI6JZ2U x m1,0.0
ID_YI6JZ2U x m2,0.0
ID_YI6JZ2U x m3,0.0
ID_YI6JZ2U x m4,0.0
ID_YI6JZ2U x m5,0.0
ID_YI6JZ2U x m6,0.0
ID_N3ZV0B4 x m1,0.0
ID_N3ZV0B4 x m2,0.0
ID_N3ZV0B4 x m3,0.0
ID_N3ZV0B4 x m4,0.0
ID_N3ZV0B4 x m5,0.0
ID_N3ZV0B4 x m6,0.0
ID_20FD8VD x m1,0.0
ID_20FD8VD x m2,0.0
ID_20FD8VD x m3,0.0
ID_20FD8VD x m4,0.0
ID_20FD8VD x m5,0.0
ID_20FD8VD x m6,0.0
ID_MKHP314 x m1,0.0
ID_MKHP314 x m2,0.0
ID_MKHP314 x m3,0.0
ID_MKHP314 x m4,0.0
ID_MKHP314 x m5,0.0
ID_MKHP314 x m6,0.0
ID_D8DPCZ1 x m1,0.0
ID_D8DPCZ1 x m2,0.0
ID_D8DPCZ1 x m3,0.0
ID_D8DPCZ1 x m4,0.0
ID_D8DPCZ1 x m5,0.0
ID_D8DPCZ1 x m6,0.0
ID_GQGKGX4 x m1,0.0
ID_GQGKGX4 x m2,0.0
ID_GQGKGX4 x m3,0.0
ID_GQGKGX4 x m4,0.0
ID_GQGKGX4 x m5,0.0
ID_GQGKGX4 x m6,0.0
ID_CKDXE6G x m1,0.0
ID_CKDXE6G x m2,0.0
ID_CKDXE6G x m3,0.0
ID_CKDXE6G x m4,0.0
ID_CKDXE6G x m5,0.0
ID_CKDXE6G x m6,0.0
ID_QVZ8NB3 x m1,0.0
ID_QVZ8NB3 x m2,0.0
ID_QVZ8NB3 x m3,0.0
ID_QVZ8NB3 x m4,0.0
ID_QVZ8NB3 x m5,0.0
ID_QVZ8NB3 x m6,0.0
ID_NJ6MKH1 x m1,0.0
ID_NJ6MKH1 x m2,0.0
ID_NJ6MKH1 x m3,0.0
ID_NJ6MKH1 x m4,0.0
ID_NJ6MKH1 x m5,0.0
ID_NJ6MKH1 x m6,0.0
ID_RPYRAER x m1,0.0
ID_RPYRAER x m2,0.0
ID_RPYRAER x m3,0.0
ID_RPYRAER x m4,0.0
ID_RPYRAER x m5,0.0
ID_RPYRAER x m6,0.0
ID_WZ7TI6V x m1,0.0
ID_WZ7TI6V x m2,0.0
ID_WZ7TI6V x m3,0.0
ID_WZ7TI6V x m4,0.0
ID_WZ7TI6V x m5,0.0
ID_WZ7TI6V x m6,0.0
ID_FQV7LD9 x m1,0.0
ID_FQV7LD9 x m2,0.0
ID_FQV7LD9 x m3,0.0
ID_FQV7LD9 x m4,0.0
ID_FQV7LD9 x m5,0.0
ID_FQV7LD9 x m6,0.0
ID_W02HA4R x m1,0.0
ID_W02HA4R x m2,0.0
ID_W02HA4R x m3,0.0
ID_W02HA4R x m4,0.0
ID_W02HA4R x m5,0.0
ID_W02HA4R x m6,0.0
ID_HLY1SR0 x m1,0.0
ID_HLY1SR0 x m2,0.0
ID_HLY1SR0 x m3,0.0
ID_HLY1SR0 x m4,0.0
ID_HLY1SR0 x m5,0.0
ID_HLY1SR0 x m6,0.0
ID_U59YJ6M x m1,0.0
ID_U59YJ6M x m2,0.0
ID_U59YJ6M x m3,0.0
ID_U59YJ6M x m4,0.0
ID_U59YJ6M x m5,0.0
ID_U59YJ6M x m6,0.0
ID_NN5MBSE x m1,0.0
ID_NN5MBSE x m2,0.0
ID_NN5MBSE x m3,0.0
ID_NN5MBSE x m4,0.0
ID_NN5MBSE x m5,0.0
ID_NN5MBSE x m6,0.0
ID_GX1IHZF x m1,0.0
ID_GX1IHZF x m2,0.0
ID_GX1IHZF x m3,0.0
ID_GX1IHZF x m4,0.0
ID_GX1IHZF x m5,0.0
ID_GX1IHZF x m6,0.0
ID_R8THDH1 x m1,0.0
ID_R8THDH1 x m2,0.0
ID_R8THDH1 x m3,0.0
ID_R8THDH1 x m4,0.0
ID_R8THDH1 x m5,0.0
ID_R8THDH1 x m6,0.0
ID_NTLCE0A x m1,0.0
ID_NTLCE0A x m2,0.0
ID_NTLCE0A x m3,0.0
ID_NTLCE0A x m4,0.0
ID_NTLCE0A x m5,0.0
ID_NTLCE0A x m6,0.0
ID_R5F35KO x m1,0.0
ID_R5F35KO x m2,0.0
ID_R5F35KO x m3,0.0
ID_R5F35KO x m4,0.0
ID_R5F35KO x m5,0.0
ID_R5F35KO x m6,0.0
ID_ZV4ZCAB x m1,0.0
ID_ZV4ZCAB x m2,0.0
ID_ZV4ZCAB x m3,0.0
ID_ZV4ZCAB x m4,0.0
ID_ZV4ZCAB x m5,0.0
ID_ZV4ZCAB x m6,0.0
ID_FDQQWQC x m1,0.0
ID_FDQQWQC x m2,0.0
ID_FDQQWQC x m3,0.0
ID_FDQQWQC x m4,0.0
ID_FDQQWQC x m5,0.0
ID_FDQQWQC x m6,0.0
ID_E1V10ZL x m1,0.0
ID_E1V10ZL x m2,0.0
ID_E1V10ZL x m3,0.0
ID_E1V10ZL x m4,0.0
ID_E1V10ZL x m5,0.0
ID_E1V10ZL x m6,0.0
ID_NTTTCJP x m1,0.0
ID_NTTTCJP x m2,0.0
ID_NTTTCJP x m3,0.0
ID_NTTTCJP x m4,0.0
ID_NTTTCJP x m5,0.0
ID_NTTTCJP x m6,0.0
ID_EWWCAQ2 x m1,0.0
ID_EWWCAQ2 x m2,0.0
ID_EWWCAQ2 x m3,0.0
ID_EWWCAQ2 x m4,0.0
ID_EWWCAQ2 x m5,0.0
ID_EWWCAQ2 x m6,0.0
ID_JDQHX8B x m1,0.0
ID_JDQHX8B x m2,0.0
ID_JDQHX8B x m3,0.0
ID_JDQHX8B x m4,0.0
ID_JDQHX8B x m5,0.0
ID_JDQHX8B x m6,0.0
ID_GS1F48R x m1,0.0
ID_GS1F48R x m2,0.0
ID_GS1F48R x m3,0.0
ID_GS1F48R x m4,0.0
ID_GS1F48R x m5,0.0
ID_GS1F48R x m6,0.0
ID_8YUTE44 x m1,0.0
ID_8YUTE44 x m2,0.0
ID_8YUTE44 x m3,0.0
ID_8YUTE44 x m4,0.0
ID_8YUTE44 x m5,0.0
ID_8YUTE44 x m6,0.0
ID_TVKQ1TC x m1,0.0
ID_TVKQ1TC x m2,0.0
ID_TVKQ1TC x m3,0.0
ID_TVKQ1TC x m4,0.0
ID_TVKQ1TC x m5,0.0
ID_TVKQ1TC x m6,0.0
ID_67LJQSV x m1,0.0
ID_67LJQSV x m2,0.0
ID_67LJQSV x m3,0.0
ID_67LJQSV x m4,0.0
ID_67LJQSV x m5,0.0
ID_67LJQSV x m6,0.0
ID_MXY1YW6 x m1,0.0
ID_MXY1YW6 x m2,0.0
ID_MXY1YW6 x m3,0.0
ID_MXY1YW6 x m4,0.0
ID_MXY1YW6 x m5,0.0
ID_MXY1YW6 x m6,0.0
ID_JNH5VVW x m1,0.0
ID_JNH5VVW x m2,0.0
ID_JNH5VVW x m3,0.0
ID_JNH5VVW x m4,0.0
ID_JNH5VVW x m5,0.0
ID_JNH5VVW x m6,0.0
ID_KPA7F72 x m1,0.0
ID_KPA7F72 x m2,0.0
ID_KPA7F72 x m3,0.0
ID_KPA7F72 x m4,0.0
ID_KPA7F72 x m5,0.0
ID_KPA7F72 x m6,0.0
ID_XMWSRZ9 x m1,0.0
ID_XMWSRZ9 x m2,0.0
ID_XMWSRZ9 x m3,0.0
ID_XMWSRZ9 x m4,0.0
ID_XMWSRZ9 x m5,0.0
ID_XMWSRZ9 x m6,0.0
ID_TGA05GT x m1,0.0
ID_TGA05GT x m2,0.0
ID_TGA05GT x m3,0.0
ID_TGA05GT x m4,0.0
ID_TGA05GT x m5,0.0
ID_TGA05GT x m6,0.0
ID_WHIQZX5 x m1,0.0
ID_WHIQZX5 x m2,0.0
ID_WHIQZX5 x m3,0.0
ID_WHIQZX5 x m4,0.0
ID_WHIQZX5 x m5,0.0
ID_WHIQZX5 x m6,0.0
ID_IOS4SUD x m1,0.0
ID_IOS4SUD x m2,0.0
ID_IOS4SUD x m3,0.0
ID_IOS4SUD x m4,0.0
ID_IOS4SUD x m5,0.0
ID_IOS4SUD x m6,0.0
ID_7ZK76UD x m1,0.0
ID_7ZK76UD x m2,0.0
ID_7ZK76UD x m3,0.0
ID_7ZK76UD x m4,0.0
ID_7ZK76UD x m5,0.0
ID_7ZK76UD x m6,0.0
ID_9TFKXYF x m1,0.0
ID_9TFKXYF x m2,0.0
ID_9TFKXYF x m3,0.0
ID_9TFKXYF x m4,0.0
ID_9TFKXYF x m5,0.0
ID_9TFKXYF x m6,0.0
ID_7M0M4VN x m1,0.0
ID_7M0M4VN x m2,0.0
ID_7M0M4VN x m3,0.0
ID_7M0M4VN x m4,0.0
ID_7M0M4VN x m5,0.0
ID_7M0M4VN x m6,0.0
ID_MEZWFBV x m1,0.0
ID_MEZWFBV x m2,0.0
ID_MEZWFBV x m3,0.0
ID_MEZWFBV x m4,0.0
ID_MEZWFBV x m5,0.0
ID_MEZWFBV x m6,0.0
ID_0ONYMCH x m1,0.0
ID_0ONYMCH x m2,0.0
ID_0ONYMCH x m3,0.0
ID_0ONYMCH x m4,0.0
ID_0ONYMCH x m5,0.0
ID_0ONYMCH x m6,0.0
ID_S2UI1R9 x m1,0.0
ID_S2UI1R9 x m2,0.0
ID_S2UI1R9 x m3,0.0
ID_S2UI1R9 x m4,0.0
ID_S2UI1R9 x m5,0.0
ID_S2UI1R9 x m6,0.0
ID_YWT8P1Z x m1,0.0
ID_YWT8P1Z x m2,0.0
ID_YWT8P1Z x m3,0.0
ID_YWT8P1Z x m4,0.0
ID_YWT8P1Z x m5,0.0
ID_YWT8P1Z x m6,0.0
ID_H1OEZ36 x m1,0.0
ID_H1OEZ36 x m2,0.0
ID_H1OEZ36 x m3,0.0
ID_H1OEZ36 x m4,0.0
ID_H1OEZ36 x m5,0.0
ID_H1OEZ36 x m6,0.0
ID_FLLEYXW x m1,0.0
ID_FLLEYXW x m2,0.0
ID_FLLEYXW x m3,0.0
ID_FLLEYXW x m4,0.0
ID_FLLEYXW x m5,0.0
ID_FLLEYXW x m6,0.0
ID_ENJOZOA x m1,0.0
ID_ENJOZOA x m2,0.0
ID_ENJOZOA x m3,0.0
ID_ENJOZOA x m4,0.0
ID_ENJOZOA x m5,0.0
ID_ENJOZOA x m6,0.0
ID_OHIY6EM x m1,0.0
ID_OHIY6EM x m2,0.0
ID_OHIY6EM x m3,0.0
ID_OHIY6EM x m4,0.0
ID_OHIY6EM x m5,0.0
ID_OHIY6EM x m6,0.0
ID_J2O0SX9 x m1,0.0
ID_J2O0SX9 x m2,0.0
ID_J2O0SX9 x m3,0.0
ID_J2O0SX9 x m4,0.0
ID_J2O0SX9 x m5,0.0
ID_J2O0SX9 x m6,0.0
ID_PQBD5CO x m1,0.0
ID_PQBD5CO x m2,0.0
ID_PQBD5CO x m3,0.0
ID_PQBD5CO x m4,0.0
ID_PQBD5CO x m5,0.0
ID_PQBD5CO x m6,0.0
ID_H6C6MCF x m1,0.0
ID_H6C6MCF x m2,0.0
ID_H6C6MCF x m3,0.0
ID_H6C6MCF x m4,0.0
ID_H6C6MCF x m5,0.0
ID_H6C6MCF x m6,0.0
ID_ZD6XY43 x m1,0.0
ID_ZD6XY43 x m2,0.0
ID_ZD6XY43 x m3,0.0
ID_ZD6XY43 x m4,0.0
ID_ZD6XY43 x m5,0.0
ID_ZD6XY43 x m6,0.0
ID_PCXAZGN x m1,0.0
ID_PCXAZGN x m2,0.0
ID_PCXAZGN x m3,0.0
ID_PCXAZGN x m4,0.0
ID_PCXAZGN x m5,0.0
ID_PCXAZGN x m6,0.0
ID_LUYL81I x m1,0.0
ID_LUYL81I x m2,0.0
ID_LUYL81I x m3,0.0
ID_LUYL81I x m4,0.0
ID_LUYL81I x m5,0.0
ID_LUYL81I x m6,0.0
ID_BBR9F9L x m1,0.0
ID_BBR9F9L x m2,0.0
ID_BBR9F9L x m3,0.0
ID_BBR9F9L x m4,0.0
ID_BBR9F9L x m5,0.0
ID_BBR9F9L x m6,0.0
ID_P1CL5E6 x m1,0.0
ID_P1CL5E6 x m2,0.0
ID_P1CL5E6 x m3,0.0
ID_P1CL5E6 x m4,0.0
ID_P1CL5E6 x m5,0.0
ID_P1CL5E6 x m6,0.0
ID_ZXGX04Q x m1,0.0
ID_ZXGX04Q x m2,0.0
ID_ZXGX04Q x m3,0.0
ID_ZXGX04Q x m4,0.0
ID_ZXGX04Q x m5,0.0
ID_ZXGX04Q x m6,0.0
ID_0B482RC x m1,0.0
ID_0B482RC x m2,0.0
ID_0B482RC x m3,0.0
ID_0B482RC x m4,0.0
ID_0B482RC x m5,0.0
ID_0B482RC x m6,0.0
ID_9CY3DE4 x m1,0.0
ID_9CY3DE4 x m2,0.0
ID_9CY3DE4 x m3,0.0
ID_9CY3DE4 x m4,0.0
ID_9CY3DE4 x m5,0.0
ID_9CY3DE4 x m6,0.0
ID_DNCH41G x m1,0.0
